Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
12/12/2023,16,6171172,2,67,41,14,2,12,48.0
12/12/2023,12,4365018,1,163,51,14,1,15,45.0
12/12/2023,7,8245801,1,82,38,4,2,10,17.5
12/12/2023,11,4709530,1,94,68,5,1,13,35.75
12/12/2023,16,4432642,1,158,18,18,2,14,56.00000000000001
12/12/2023,7,8172430,1,190,54,7,1,11,19.25
12/12/2023,17,6189115,2,40,49,18,0,11,46.75
12/12/2023,7,7132990,1,83,24,17,2,15,26.25
12/12/2023,9,3128374,1,102,46,7,2,11,24.75
12/12/2023,12,2212165,1,82,57,15,0,8,24.0
12/12/2023,10,1570535,1,162,20,9,0,11,27.500000000000004
12/12/2023,16,5155075,2,47,16,15,0,15,60.0
12/12/2023,10,7211060,2,153,55,5,2,13,32.5
12/12/2023,12,4030632,1,123,50,13,0,14,42.0
12/12/2023,7,6584577,2,103,35,5,1,15,26.25
12/12/2023,10,4379414,2,117,59,13,1,15,37.5
12/12/2023,8,7304113,1,62,18,9,1,8,16.0
12/12/2023,16,4362320,2,120,45,15,2,12,48.0
12/12/2023,16,3855667,2,186,7,14,0,9,36.0
12/13/2023,5,9931082,1,71,70,16,0,6,7.5
12/13/2023,6,2755586,2,20,42,3,1,11,16.5
12/13/2023,11,5814612,2,188,21,6,0,10,27.500000000000004
12/13/2023,9,8808056,1,175,49,9,2,13,29.25
12/13/2023,17,8791232,1,70,44,18,0,10,42.5
12/13/2023,18,8648737,2,174,5,8,2,10,45.0
12/13/2023,13,3889421,2,94,44,15,1,11,35.75
12/13/2023,7,7362044,1,123,58,8,1,8,14.000000000000002
12/13/2023,10,4996620,1,178,31,5,1,15,37.5
12/13/2023,13,3704630,1,59,5,18,1,17,55.25
12/13/2023,18,8068066,1,162,46,15,0,17,76.5
12/13/2023,20,4760770,2,65,65,4,1,9,45.0
12/13/2023,11,6544911,1,157,43,6,1,11,30.25
12/13/2023,13,3593494,2,40,64,4,1,15,48.75
12/13/2023,16,6015050,1,180,18,16,2,15,60.0
12/13/2023,16,4399938,1,165,52,4,2,16,64.0
12/13/2023,16,8534096,2,180,18,14,0,16,64.0
12/13/2023,17,4165181,2,99,59,11,1,11,46.75
12/13/2023,18,9040183,1,187,40,6,1,9,40.5
12/13/2023,16,7612825,2,62,31,8,2,17,68.0
12/13/2023,16,5623311,1,178,21,18,2,14,56.00000000000001
12/13/2023,16,6380684,1,102,27,7,0,10,40.0
12/13/2023,10,3545899,1,121,26,6,0,16,40.0
12/13/2023,20,5743240,2,37,11,15,0,17,85.0
12/13/2023,13,8709998,2,180,31,10,0,16,52.0
12/13/2023,14,7671649,2,177,63,9,2,9,31.5
12/13/2023,10,2387548,2,69,67,6,2,14,35.0
12/13/2023,16,4522002,1,68,54,16,1,15,60.0
12/13/2023,16,9097313,1,140,50,16,2,11,44.00000000000001
12/14/2023,19,7233425,1,42,33,3,2,17,80.74999999999999
12/14/2023,19,3785103,2,65,57,14,2,16,76.0
12/14/2023,7,8879062,1,86,28,17,0,11,19.25
12/14/2023,9,7649269,2,39,27,14,1,13,29.25
12/14/2023,12,6444893,1,83,29,8,1,17,50.99999999999999
12/14/2023,20,4524364,2,192,56,16,0,12,60.0
12/14/2023,16,8754113,1,145,34,7,0,17,68.0
12/14/2023,16,5627061,2,136,27,7,1,10,40.0
12/14/2023,20,7070398,1,56,35,7,0,17,85.0
12/14/2023,11,5905121,2,114,19,7,1,8,22.000000000000004
12/14/2023,10,4084171,2,109,40,7,0,15,37.5
12/14/2023,17,8878097,1,60,12,13,2,14,59.5
12/14/2023,19,5447270,2,52,60,16,0,16,76.0
12/14/2023,18,6651836,1,45,29,5,1,15,67.5
12/14/2023,17,8320914,2,137,58,7,1,10,42.5
12/14/2023,20,5637299,2,96,20,10,0,10,50.0
12/14/2023,15,6684664,2,148,32,4,0,8,30.0
12/14/2023,15,4590199,1,114,56,13,0,13,48.75
12/14/2023,19,9020199,2,70,28,9,0,15,71.25
12/14/2023,12,7896040,1,164,32,10,1,10,30.0
12/14/2023,15,4238677,2,75,17,6,2,11,41.25
12/14/2023,17,8363538,2,188,59,16,0,8,34.0
12/14/2023,10,7477122,2,99,69,11,1,12,30.0
12/14/2023,10,7306847,1,130,16,18,1,15,37.5
12/14/2023,11,5114723,1,185,17,10,0,9,24.75
12/14/2023,15,4220994,2,114,66,17,2,12,45.0
12/14/2023,10,7481547,1,180,44,7,2,15,37.5
12/14/2023,19,3779146,1,184,44,15,2,15,71.25
12/14/2023,11,3932323,2,63,27,14,1,15,41.25
12/15/2023,13,7520640,1,102,56,11,2,16,52.0
12/15/2023,15,3624477,2,152,24,4,2,8,30.0
12/15/2023,8,8595823,2,172,8,8,2,12,24.0
12/15/2023,15,5007494,1,41,44,14,1,16,60.0
12/15/2023,18,5716395,2,67,52,11,2,16,72.0
12/15/2023,19,6132045,1,116,66,8,2,11,52.25
12/15/2023,17,4709146,2,131,52,12,0,16,68.0
12/15/2023,15,6173617,2,145,31,9,0,17,63.74999999999999
12/15/2023,13,6676135,2,97,62,6,2,13,42.24999999999999
12/15/2023,7,4008584,1,90,26,10,0,13,22.75
12/15/2023,9,5581370,2,47,21,8,0,10,22.5
12/15/2023,19,7075682,2,85,66,5,0,11,52.25
12/15/2023,10,4506842,1,159,19,6,2,16,40.0
12/15/2023,10,8052066,1,178,44,14,2,11,27.500000000000004
12/15/2023,7,4119232,1,92,5,4,0,15,26.25
12/15/2023,17,5056522,2,105,51,7,2,8,34.0
12/15/2023,13,4347173,2,99,65,10,0,9,29.25
12/15/2023,15,4679284,1,38,38,15,1,14,52.5
12/15/2023,13,8202892,1,157,51,5,0,15,48.75
12/15/2023,10,5854492,1,138,27,4,0,15,37.5
12/15/2023,12,7401369,1,147,15,17,1,13,39.0
12/15/2023,11,4050770,2,57,36,10,0,10,27.500000000000004
12/15/2023,20,5486662,1,167,64,11,0,16,80.0
12/15/2023,10,4690225,2,43,57,5,0,9,22.5
12/15/2023,19,5860112,1,191,36,13,0,9,42.75000000000001
12/15/2023,19,6034002,1,131,67,17,2,17,80.74999999999999
12/15/2023,16,5530426,1,167,52,16,2,16,64.0
12/16/2023,12,8260916,1,44,48,9,0,17,50.99999999999999
12/16/2023,13,4134303,1,96,37,12,2,13,42.24999999999999
12/16/2023,10,2802819,1,52,79,11,1,19,47.5
12/16/2023,9,5091642,2,105,27,17,2,17,38.25
12/16/2023,9,5164629,2,151,56,8,2,9,20.25
12/16/2023,20,6971400,2,92,40,16,2,15,75.0
12/16/2023,17,4769378,2,142,69,5,0,14,59.5
12/16/2023,9,9078032,2,149,51,10,1,14,31.5
12/16/2023,18,3600680,2,155,15,14,0,13,58.5
12/16/2023,19,6837722,2,104,46,13,2,16,76.0
12/16/2023,13,8927792,2,172,35,6,0,15,48.75
12/16/2023,17,7626666,2,126,9,5,2,13,55.25
12/16/2023,19,4106896,1,107,27,16,1,10,47.5
12/16/2023,14,5886320,1,78,69,11,1,10,35.0
12/16/2023,12,4316285,2,34,48,6,1,16,48.0
12/16/2023,19,4501293,1,119,35,5,2,10,47.5
12/16/2023,18,8411823,2,190,54,15,2,13,58.5
12/16/2023,20,6724819,2,58,14,11,1,14,70.0
12/16/2023,12,7812070,2,106,44,15,0,11,33.0
12/16/2023,15,4716395,2,124,10,11,0,10,37.5
12/16/2023,14,5084946,2,174,6,15,0,8,28.000000000000004
12/16/2023,14,3994503,2,126,56,11,1,16,56.00000000000001
12/16/2023,9,2995359,1,146,50,10,1,17,38.25
12/16/2023,9,6828858,2,105,12,5,2,15,33.75
12/16/2023,17,5837840,2,115,70,10,2,8,34.0
12/16/2023,16,1967120,2,174,21,4,0,11,44.00000000000001
12/16/2023,12,4905934,1,81,54,10,1,10,30.0
12/16/2023,11,1420131,1,184,7,8,2,9,24.75
12/16/2023,11,3406272,1,34,45,8,0,9,24.75
12/16/2023,18,4828368,2,44,21,16,0,13,58.5
12/16/2023,18,5645964,2,138,34,5,1,11,49.5
12/16/2023,11,7214242,1,40,16,17,2,8,22.000000000000004
12/16/2023,18,5518362,1,34,41,17,2,13,58.5
12/16/2023,15,6592017,2,129,59,18,2,14,52.5
12/17/2023,6,7105967,2,59,30,0,2,15,22.5
12/17/2023,5,1025618,2,168,70,7,0,19,23.75
12/17/2023,16,6548956,2,16,27,18,2,14,56.00000000000001
12/17/2023,19,7425990,1,55,28,6,0,12,56.99999999999999
12/17/2023,17,6272682,2,181,15,18,0,14,59.5
12/17/2023,12,6934134,1,102,55,12,2,8,24.0
12/17/2023,18,7099005,2,122,50,9,2,16,72.0
12/17/2023,14,4066357,2,181,18,12,0,8,28.000000000000004
12/17/2023,16,8529660,1,39,42,14,2,8,32.0
12/17/2023,17,4529866,1,116,50,7,1,17,72.25
12/17/2023,7,6184533,2,70,45,13,0,9,15.75
12/17/2023,14,6654739,1,53,47,10,2,13,45.5
12/17/2023,20,8487852,2,98,28,4,1,15,75.0
12/17/2023,15,4890099,2,104,34,17,1,14,52.5
12/17/2023,16,8855060,1,187,38,13,2,16,64.0
12/17/2023,13,3882651,2,72,54,10,1,13,42.24999999999999
12/17/2023,15,4253803,2,149,47,17,1,11,41.25
12/17/2023,15,8821323,2,61,41,17,0,15,56.25
12/17/2023,10,4664139,2,115,22,15,0,12,30.0
12/17/2023,17,5293166,2,174,27,12,0,10,42.5
12/17/2023,20,7407026,2,122,14,7,0,12,60.0
12/17/2023,10,6752919,1,189,48,16,2,14,35.0
12/17/2023,16,9040824,1,186,32,6,0,12,48.0
12/17/2023,7,5794373,2,128,4,14,0,10,17.5
12/17/2023,13,6849851,1,82,52,13,2,13,42.24999999999999
12/17/2023,8,6924747,1,168,37,7,0,13,26.0
12/17/2023,19,5472525,1,129,47,10,0,17,80.74999999999999
12/17/2023,17,5685773,1,123,15,18,0,9,38.25
12/17/2023,10,7866584,2,107,33,5,0,9,22.5
12/17/2023,18,4148959,2,141,6,18,1,17,76.5
12/17/2023,16,6889762,2,151,60,12,0,12,48.0
12/17/2023,18,8205450,1,86,36,6,1,14,63.0
12/17/2023,7,5719954,2,59,53,6,1,13,22.75
12/17/2023,8,4395125,1,60,42,16,0,16,32.0
12/17/2023,17,6721540,1,173,13,6,0,12,50.99999999999999
12/17/2023,19,8940635,2,86,6,13,0,13,61.75000000000001
12/17/2023,16,6503577,1,50,70,12,1,11,44.00000000000001
12/17/2023,17,8555229,2,51,8,16,2,17,72.25
12/17/2023,20,3205101,2,84,17,10,0,17,85.0
12/17/2023,19,9037189,1,135,19,16,0,11,52.25
12/17/2023,10,8269450,1,155,29,16,0,15,37.5
12/17/2023,10,7405612,1,117,22,12,0,17,42.5
12/17/2023,18,8165599,2,176,64,5,0,13,58.5
12/17/2023,13,5106640,2,190,32,10,0,8,26.0
12/17/2023,14,6642428,1,164,63,18,1,11,38.5
12/17/2023,7,6825817,1,104,50,12,2,17,29.75
12/17/2023,9,6474296,1,138,68,15,1,8,18.0
12/17/2023,19,7962974,1,120,44,10,2,12,56.99999999999999
12/17/2023,10,7681991,1,166,63,15,0,11,27.500000000000004
12/17/2023,17,8522933,2,126,33,17,1,13,55.25
12/17/2023,10,8189597,2,190,47,5,2,13,32.5
12/17/2023,16,4391897,2,102,54,13,2,16,64.0
12/18/2023,13,6347175,1,138,42,17,0,12,39.0
12/18/2023,16,8540620,1,169,39,16,0,16,64.0
12/18/2023,16,7405898,1,74,47,15,2,17,68.0
12/18/2023,19,9087571,2,180,69,17,0,15,71.25
12/18/2023,13,6807421,2,69,55,12,0,15,48.75
12/18/2023,16,5013025,2,89,67,8,0,16,64.0
12/18/2023,13,4859847,2,179,16,18,1,14,45.5
12/18/2023,10,7250603,2,142,46,14,1,15,37.5
12/18/2023,10,6257044,2,59,70,15,2,16,40.0
12/18/2023,13,7384783,1,167,21,18,0,16,52.0
12/18/2023,20,4082196,2,174,67,18,2,11,55.00000000000001
12/18/2023,18,4985609,1,38,22,14,2,10,45.0
12/18/2023,17,7673652,2,178,11,5,0,17,72.25
12/18/2023,10,9089207,1,67,55,4,1,12,30.0
12/18/2023,11,7349793,1,151,8,13,1,15,41.25
12/18/2023,10,5745092,1,144,25,7,1,13,32.5
12/18/2023,15,2951744,2,88,8,18,0,14,52.5
12/18/2023,14,2187272,1,192,54,10,1,15,52.5
12/18/2023,10,4764648,2,89,40,12,1,9,22.5
12/18/2023,15,3690674,2,157,16,10,0,13,48.75
12/18/2023,17,5939728,2,158,29,7,0,15,63.74999999999999
12/18/2023,13,5303701,2,150,31,4,2,15,48.75
12/18/2023,13,8475988,2,160,16,14,1,13,42.24999999999999
12/19/2023,16,6124178,1,74,41,4,1,18,72.0
12/19/2023,16,7705681,1,166,77,16,0,12,48.0
12/19/2023,6,7297332,2,137,22,17,2,11,16.5
12/19/2023,18,9029929,2,35,52,10,0,17,76.5
12/19/2023,14,7395300,2,94,58,4,0,14,49.00000000000001
12/19/2023,20,4998978,2,183,51,14,1,17,85.0
12/19/2023,12,5795529,2,46,45,8,2,8,24.0
12/19/2023,16,5949108,1,143,43,8,1,14,56.00000000000001
12/19/2023,8,8869151,1,71,49,5,2,10,20.0
12/19/2023,14,8928954,1,70,6,11,1,10,35.0
12/19/2023,19,6609612,1,52,7,16,1,16,76.0
12/19/2023,15,5445391,1,78,42,13,2,17,63.74999999999999
12/19/2023,10,6366848,1,52,27,12,2,10,25.0
12/19/2023,16,8950267,2,117,18,18,0,17,68.0
12/19/2023,10,7846212,2,125,21,7,1,9,22.5
12/19/2023,11,5751946,2,105,54,5,2,16,44.00000000000001
12/19/2023,16,4733204,1,172,10,9,1,8,32.0
12/19/2023,11,6209043,1,190,9,17,2,14,38.5
12/19/2023,13,4167707,2,142,30,16,2,14,45.5
12/19/2023,9,7388419,2,74,64,18,2,8,18.0
12/19/2023,10,4243144,2,166,48,12,0,14,35.0
12/19/2023,19,6854808,2,43,65,14,0,16,76.0
12/19/2023,9,6926901,1,91,10,10,2,17,38.25
12/19/2023,13,4909023,1,93,49,16,1,11,35.75
12/19/2023,12,6141148,2,87,47,14,2,11,33.0
12/19/2023,11,6829901,2,109,9,15,2,11,30.25
12/19/2023,20,7439459,2,122,34,11,2,12,60.0
12/19/2023,13,5433914,1,36,11,9,1,9,29.25
12/19/2023,16,5279306,2,105,16,8,2,17,68.0
12/19/2023,15,7256021,2,55,55,18,1,14,52.5
12/19/2023,7,4271499,1,191,27,12,1,13,22.75
12/19/2023,17,7546399,1,81,6,11,0,11,46.75
12/19/2023,17,4626131,2,181,14,6,0,15,63.74999999999999
12/19/2023,8,1283230,2,150,26,6,2,14,28.000000000000004
12/19/2023,8,3582011,2,64,22,11,0,8,16.0
12/19/2023,10,9079458,2,171,35,14,0,16,40.0
12/19/2023,8,5856746,1,81,62,8,2,14,28.000000000000004
12/19/2023,10,6306127,2,92,66,16,2,12,30.0
12/19/2023,9,7839333,2,42,20,5,2,12,27.0
12/19/2023,10,7831316,2,107,46,9,1,13,32.5
12/20/2023,17,7420709,1,38,12,1,1,20,85.0
12/20/2023,12,7334171,1,84,48,15,1,9,27.0
12/20/2023,16,3669091,1,56,22,7,1,12,48.0
12/20/2023,10,5561419,1,97,68,6,0,11,27.500000000000004
12/20/2023,13,6375543,1,105,58,5,0,9,29.25
12/20/2023,13,8159107,1,65,23,10,1,8,26.0
12/20/2023,12,7586169,2,113,39,17,2,17,50.99999999999999
12/20/2023,17,9068391,1,157,10,6,1,15,63.74999999999999
12/20/2023,13,8940408,1,162,15,4,2,8,26.0
12/20/2023,16,7798523,1,162,42,6,2,13,52.0
12/20/2023,7,6151814,2,36,64,8,0,17,29.75
12/20/2023,17,5302075,1,110,45,17,2,14,59.5
12/20/2023,16,7128569,2,184,50,8,2,11,44.00000000000001
12/20/2023,12,4255831,1,82,29,17,0,17,50.99999999999999
12/20/2023,19,8610616,1,130,49,10,2,11,52.25
12/20/2023,11,4281328,2,103,21,9,2,11,30.25
12/20/2023,14,8945408,1,179,5,13,2,14,49.00000000000001
12/20/2023,15,1815838,2,121,11,13,0,12,45.0
12/20/2023,14,8841381,2,154,36,10,1,17,59.5
12/20/2023,15,2987380,2,40,43,14,0,16,60.0
12/20/2023,20,7494488,2,94,67,12,2,15,75.0
12/20/2023,9,7595787,1,87,31,16,2,12,27.0
12/20/2023,19,4512099,2,155,70,8,2,12,56.99999999999999
12/20/2023,16,6268384,1,108,12,4,0,15,60.0
12/20/2023,13,4823632,2,49,51,9,0,13,42.24999999999999
12/20/2023,10,5832710,1,108,59,15,2,9,22.5
12/20/2023,7,6109923,2,142,15,16,2,14,24.500000000000004
12/20/2023,8,8748469,2,117,43,15,1,16,32.0
12/20/2023,16,4729008,2,44,17,12,2,9,36.0
12/20/2023,20,6961961,1,162,30,12,1,15,75.0
12/20/2023,16,7308660,1,72,31,13,0,15,60.0
12/21/2023,7,5269276,2,155,2,8,0,5,8.75
12/21/2023,20,7854514,2,102,39,18,1,16,80.0
12/21/2023,14,6125872,1,87,36,12,0,8,28.000000000000004
12/21/2023,7,5981145,1,46,68,9,1,12,21.0
12/21/2023,13,3742148,2,34,15,11,2,12,39.0
12/21/2023,8,4597321,1,94,35,17,2,10,20.0
12/21/2023,10,5951028,2,51,15,16,2,14,35.0
12/21/2023,13,8958257,2,107,60,15,0,16,52.0
12/21/2023,7,4355904,1,115,63,8,2,9,15.75
12/21/2023,11,7989328,1,39,44,7,1,13,35.75
12/21/2023,13,3902458,2,181,69,12,2,11,35.75
12/21/2023,16,8838703,2,90,64,5,2,9,36.0
12/21/2023,19,7662344,1,115,46,15,1,17,80.74999999999999
12/21/2023,11,5483029,1,77,7,16,1,14,38.5
12/21/2023,11,7591751,2,129,48,5,0,10,27.500000000000004
12/21/2023,14,6989908,2,178,12,14,2,12,42.0
12/21/2023,10,8973482,1,165,36,18,1,12,30.0
12/21/2023,20,4540901,2,127,64,16,2,10,50.0
12/21/2023,17,4069002,1,95,53,10,1,16,68.0
12/21/2023,20,6064092,1,91,51,4,2,12,60.0
12/21/2023,7,1900912,2,49,48,9,2,17,29.75
12/21/2023,14,6614080,1,136,54,11,1,11,38.5
12/21/2023,17,2570779,1,135,65,5,0,11,46.75
12/21/2023,11,8968478,1,91,7,7,1,11,30.25
12/21/2023,16,1509540,2,109,57,6,1,16,64.0
12/21/2023,10,5672137,1,192,36,13,0,13,32.5
12/21/2023,19,5644634,2,121,31,9,2,11,52.25
12/21/2023,11,8996917,1,63,41,7,2,12,33.0
12/21/2023,19,5649416,1,68,63,6,1,10,47.5
12/21/2023,9,5215051,2,111,48,9,0,13,29.25
12/21/2023,12,7065324,2,177,44,14,2,8,24.0
12/21/2023,14,5584638,1,95,66,7,2,11,38.5
12/21/2023,7,4138960,2,98,4,18,0,16,28.000000000000004
12/21/2023,20,8446920,1,185,21,6,0,12,60.0
12/21/2023,13,5006050,1,58,7,4,1,14,45.5
12/21/2023,13,5434059,2,192,8,9,2,16,52.0
12/21/2023,20,6457651,1,94,56,7,2,16,80.0
12/22/2023,10,6434126,2,187,45,18,0,10,25.0
12/22/2023,11,9342428,2,159,24,13,2,13,35.75
12/22/2023,12,2293141,1,148,25,10,0,5,15.0
12/22/2023,12,4523834,1,189,61,1,2,18,54.0
12/22/2023,18,8798253,1,117,45,19,2,9,40.5
12/22/2023,9,4457146,1,79,21,9,1,8,18.0
12/22/2023,14,5131759,1,119,57,9,0,9,31.5
12/22/2023,10,3624506,2,101,52,14,0,9,22.5
12/22/2023,16,4261863,1,184,70,5,1,10,40.0
12/22/2023,8,7790678,1,139,50,14,2,15,30.0
12/22/2023,16,8227463,2,130,37,17,2,10,40.0
12/22/2023,7,6527212,1,49,43,8,2,14,24.500000000000004
12/22/2023,12,7538830,1,163,59,7,1,14,42.0
12/22/2023,7,7734888,2,172,37,11,0,10,17.5
12/22/2023,16,5921785,2,121,65,4,2,16,64.0
12/22/2023,16,7125932,2,180,25,8,2,12,48.0
12/22/2023,7,8907305,1,117,28,8,2,8,14.000000000000002
12/22/2023,17,4378257,1,173,37,17,2,14,59.5
12/22/2023,14,6448633,2,35,20,8,1,9,31.5
12/22/2023,7,7873348,1,57,42,5,2,14,24.500000000000004
12/22/2023,16,4233334,2,156,34,17,0,12,48.0
12/22/2023,10,2539791,2,168,56,12,0,14,35.0
12/22/2023,12,2047098,2,159,44,15,1,8,24.0
12/22/2023,16,1832610,1,138,8,6,1,9,36.0
12/22/2023,20,7690166,1,134,11,6,0,9,45.0
12/22/2023,11,3948216,2,122,11,4,1,10,27.500000000000004
12/22/2023,18,4587516,1,136,48,6,2,15,67.5
12/22/2023,9,4177008,2,100,31,14,1,14,31.5
12/22/2023,13,3738775,2,46,41,17,0,17,55.25
12/22/2023,14,8686285,2,127,15,9,1,11,38.5
12/22/2023,14,8284772,2,143,10,9,1,17,59.5
12/22/2023,9,5185235,1,42,19,4,0,15,33.75
12/23/2023,12,771546,1,106,22,20,1,14,42.0
12/23/2023,11,8190397,1,159,17,11,0,20,55.00000000000001
12/23/2023,10,3578430,1,82,18,3,0,10,25.0
12/23/2023,8,4416047,2,143,63,10,0,18,36.0
12/23/2023,19,8062822,1,187,61,11,0,9,42.75000000000001
12/23/2023,17,8923769,1,130,22,8,1,13,55.25
12/23/2023,11,6731987,2,55,53,17,0,12,33.0
12/23/2023,19,8728389,1,179,44,8,1,12,56.99999999999999
12/23/2023,18,5485573,1,50,33,17,2,12,54.0
12/23/2023,19,8969964,2,148,67,15,0,9,42.75000000000001
12/23/2023,16,5802867,1,74,39,5,0,8,32.0
12/23/2023,20,8372616,1,75,17,8,1,17,85.0
12/23/2023,11,4752228,2,95,47,8,1,10,27.500000000000004
12/23/2023,10,8576366,2,184,25,18,2,14,35.0
12/23/2023,13,8795478,1,117,6,13,2,10,32.5
12/23/2023,16,8171235,1,168,4,6,0,12,48.0
12/23/2023,13,8700298,2,50,57,9,0,15,48.75
12/23/2023,12,7978479,1,129,50,9,0,13,39.0
12/23/2023,17,8090994,1,85,35,5,2,17,72.25
12/23/2023,9,7691563,1,175,12,15,2,8,18.0
12/23/2023,13,5227257,2,138,62,14,1,14,45.5
12/23/2023,8,5022899,1,108,5,4,0,11,22.000000000000004
12/23/2023,8,5019675,2,71,25,11,1,10,20.0
12/23/2023,13,8813071,1,179,44,15,2,9,29.25
12/23/2023,9,7419751,2,131,18,15,1,14,31.5
12/23/2023,10,5298960,1,104,34,5,0,9,22.5
12/23/2023,14,8011088,1,53,63,10,1,15,52.5
12/23/2023,17,9000038,1,177,56,18,1,11,46.75
12/23/2023,18,3879498,1,73,24,4,2,10,45.0
12/23/2023,14,8585152,2,105,26,16,1,11,38.5
12/23/2023,19,7645028,2,188,6,14,1,17,80.74999999999999
12/23/2023,14,5641657,1,155,14,16,0,9,31.5
12/23/2023,10,7204122,1,58,52,9,2,17,42.5
12/23/2023,11,6717023,1,190,22,14,0,8,22.000000000000004
12/23/2023,19,5343542,1,93,24,10,1,14,66.5
12/23/2023,19,4498407,2,47,38,11,1,13,61.75000000000001
12/24/2023,14,508159,2,165,57,9,1,11,38.5
12/24/2023,9,3705665,2,156,28,17,2,18,40.5
12/24/2023,5,5325875,2,59,42,11,0,15,18.75
12/24/2023,20,2245656,2,134,24,3,0,9,45.0
12/24/2023,6,2780792,2,172,20,3,1,8,12.0
12/24/2023,11,6485489,2,199,11,16,2,12,33.0
12/24/2023,17,1588321,2,84,38,17,0,11,46.75
12/24/2023,20,4924832,1,109,24,9,0,15,75.0
12/24/2023,9,4621741,2,95,25,12,1,15,33.75
12/24/2023,16,6350114,1,159,21,12,2,9,36.0
12/24/2023,10,9038787,1,191,46,12,2,9,22.5
12/24/2023,10,7052222,1,151,13,9,2,14,35.0
12/24/2023,20,3713516,2,62,19,17,2,16,80.0
12/24/2023,7,7819822,1,151,27,14,1,14,24.500000000000004
12/24/2023,9,6156457,1,170,65,15,0,15,33.75
12/24/2023,9,3638674,2,74,33,12,2,14,31.5
12/24/2023,19,4946457,2,147,44,5,1,12,56.99999999999999
12/24/2023,9,4296546,1,64,66,11,1,8,18.0
12/24/2023,18,8510704,1,191,58,15,1,9,40.5
12/24/2023,19,4980505,1,54,35,9,1,11,52.25
12/24/2023,12,4767148,2,49,70,12,0,15,45.0
12/24/2023,15,6701159,1,58,4,15,0,9,33.75
12/24/2023,8,8855962,1,42,29,5,1,11,22.000000000000004
12/24/2023,7,7667269,2,70,11,11,2,8,14.000000000000002
12/24/2023,12,6963979,2,110,22,7,1,11,33.0
12/24/2023,17,8991135,1,95,45,12,0,10,42.5
12/24/2023,16,5066161,2,158,14,18,0,11,44.00000000000001
12/24/2023,20,2480091,1,89,64,17,0,17,85.0
12/24/2023,18,3330850,1,56,23,5,2,14,63.0
12/24/2023,19,2415245,1,182,37,11,2,16,76.0
12/24/2023,17,1968807,1,72,70,13,2,13,55.25
12/24/2023,18,7243901,2,164,50,11,2,10,45.0
12/24/2023,16,8957435,1,37,69,18,0,11,44.00000000000001
12/24/2023,13,6574303,1,125,30,8,0,15,48.75
12/24/2023,11,5955086,2,128,57,11,0,12,33.0
12/24/2023,19,6076220,1,103,47,10,1,15,71.25
12/24/2023,11,7430590,1,110,58,4,2,17,46.75
12/25/2023,19,9501424,2,150,12,1,2,14,66.5
12/25/2023,12,6520217,1,107,64,1,0,9,27.0
12/25/2023,19,7764919,1,168,47,7,0,20,95.0
12/25/2023,5,1311375,1,136,65,15,0,7,8.75
12/25/2023,10,5033934,1,164,33,9,0,8,20.0
12/25/2023,19,3889893,2,142,50,11,2,9,42.75000000000001
12/25/2023,9,5723530,1,52,17,8,2,16,36.0
12/25/2023,10,6129748,2,183,24,5,0,15,37.5
12/25/2023,9,4259237,2,49,25,6,0,11,24.75
12/25/2023,10,5231735,1,176,68,7,0,9,22.5
12/25/2023,17,7588846,2,63,14,7,2,9,38.25
12/25/2023,16,4431295,2,183,70,4,1,17,68.0
12/25/2023,16,3624855,1,165,35,4,2,9,36.0
12/25/2023,11,5399031,2,88,20,4,2,15,41.25
12/25/2023,12,4519695,2,146,36,7,0,9,27.0
12/25/2023,7,6558374,1,90,51,17,1,11,19.25
12/25/2023,18,8718963,1,175,24,15,1,17,76.5
12/25/2023,20,5358295,1,174,32,8,0,12,60.0
12/25/2023,7,3706799,2,34,64,9,1,14,24.500000000000004
12/25/2023,13,4257718,2,90,12,17,0,16,52.0
12/25/2023,10,8296474,1,88,13,10,0,14,35.0
12/25/2023,9,8417827,2,163,56,15,0,13,29.25
12/25/2023,18,4256379,2,176,5,8,0,9,40.5
12/25/2023,17,3933710,1,59,13,8,1,16,68.0
12/25/2023,14,4495418,1,79,18,9,2,9,31.5
12/25/2023,7,6881864,2,39,49,11,2,14,24.500000000000004
12/25/2023,19,3604880,2,138,45,11,0,17,80.74999999999999
12/25/2023,9,1406934,1,135,56,17,2,11,24.75
12/25/2023,10,7441952,2,126,19,17,2,13,32.5
12/25/2023,18,6536630,2,156,10,11,2,11,49.5
12/25/2023,7,2506401,2,137,67,6,0,14,24.500000000000004
12/25/2023,16,3148625,1,43,57,14,2,15,60.0
12/25/2023,16,5656433,2,124,11,10,0,12,48.0
12/25/2023,17,6497415,2,169,53,5,2,17,72.25
12/25/2023,18,5443435,1,79,27,8,1,10,45.0
12/25/2023,13,8393893,1,76,42,12,1,17,55.25
12/25/2023,12,4417103,2,132,61,4,2,13,39.0
12/26/2023,11,2864518,2,54,38,14,1,8,22.000000000000004
12/26/2023,7,6544365,2,95,54,6,2,15,26.25
12/26/2023,11,6633071,1,179,56,4,0,9,24.75
12/26/2023,8,6587973,2,53,25,11,1,14,28.000000000000004
12/26/2023,14,7863507,2,170,15,13,2,15,52.5
12/26/2023,12,6825962,2,93,11,17,1,12,36.0
